aX,aY,aZ,gX,gY,gZ
-0.345,0.178,1.016,73.303,115.967,53.345
-0.361,0.170,0.981,72.510,118.103,57.312
-0.428,0.146,0.944,70.923,126.404,59.753
-0.458,0.116,0.948,66.650,130.310,62.744
-0.472,0.124,0.922,62.683,134.216,71.594
-0.481,0.103,0.900,62.134,134.521,76.111
-0.493,0.071,0.876,55.603,126.770,90.881
-0.463,0.057,0.790,53.284,122.253,98.511
-0.442,0.076,0.754,49.744,118.347,103.943
-0.322,0.055,0.726,48.035,114.380,109.192
-0.259,0.072,0.758,44.739,118.103,111.328
-0.168,0.040,0.750,40.039,119.080,112.610
-0.159,0.017,0.741,38.086,115.906,108.704
-0.218,-0.009,0.708,30.640,106.506,105.164
-0.181,0.096,0.729,25.757,104.431,103.516
-0.277,-0.080,0.554,14.038,93.445,96.741
-0.241,-0.015,0.550,16.663,80.566,106.018
-0.236,0.009,0.559,11.841,78.735,108.826
-0.210,0.011,0.522,5.371,74.585,103.333
-0.174,0.010,0.513,3.723,75.684,104.614
-0.183,0.043,0.530,-4.944,79.163,108.826
-0.182,0.071,0.534,-6.348,77.759,111.206
-0.148,0.089,0.525,-8.667,68.359,112.122
-0.086,0.043,0.514,-15.076,68.298,95.154
-0.095,0.009,0.495,-17.700,68.420,104.675
-0.035,0.029,0.442,-20.813,57.983,111.633
0.004,0.060,0.439,-25.330,49.805,113.037
0.072,0.099,0.418,-33.081,41.138,108.582
0.091,0.119,0.439,-35.706,40.039,104.553
0.090,0.162,0.491,-43.884,41.016,95.642
0.082,0.183,0.522,-47.668,39.124,89.661
0.064,0.209,0.536,-50.354,34.729,84.839
0.019,0.214,0.589,-52.002,25.879,79.529
0.010,0.204,0.604,-54.504,19.287,78.064
0.020,0.215,0.628,-57.373,9.888,73.486
-0.060,0.219,0.677,-57.434,7.324,71.594
-0.108,0.224,0.717,-57.739,4.028,72.876
-0.081,0.270,0.686,-57.312,-4.700,80.261
-0.048,0.276,0.691,-58.960,-8.179,83.313
0.023,0.332,0.700,-59.937,-3.479,84.717
0.034,0.344,0.697,-61.523,0.000,81.421
0.025,0.337,0.717,-60.486,2.991,77.881
0.051,0.344,0.705,-60.669,0.061,81.726

0.470,-0.761,1.297,-89.844,14.160,-112.366
0.442,-0.864,1.333,-90.576,23.010,-121.033
0.422,-0.786,1.415,-86.304,5.676,-132.141
0.420,-0.767,1.446,-82.397,2.380,-134.644
0.441,-0.758,1.431,-69.336,12.207,-129.578
0.441,-0.764,1.396,-66.345,10.620,-132.263
0.432,-0.773,1.361,-63.843,6.714,-132.935
0.458,-0.735,1.289,-55.176,-5.615,-131.836
0.458,-0.750,1.270,-51.819,-10.254,-131.042
0.426,-0.727,1.210,-46.631,-16.418,-122.742
0.464,-0.679,1.180,-43.335,-18.250,-119.812
0.492,-0.665,1.124,-34.729,-19.348,-122.253
0.492,-0.699,1.121,-29.968,-18.799,-122.620
0.500,-0.758,1.167,-21.179,-12.878,-126.282
0.508,-0.789,1.184,-17.334,-8.789,-132.446
0.583,-0.831,1.175,-14.709,3.052,-138.916
0.621,-0.819,1.202,-12.756,9.216,-144.653
0.679,-0.782,1.246,-7.751,12.817,-153.076
0.682,-0.759,1.255,-5.371,10.254,-157.104
0.603,-0.697,1.286,3.967,-3.723,-157.288
0.566,-0.645,1.295,8.484,-12.695,-153.564
0.461,-0.652,1.260,18.799,-26.611,-153.076
0.369,-0.662,1.284,22.705,-26.367,-152.283
0.238,-0.622,1.304,29.602,-23.315,-147.644
0.178,-0.607,1.326,33.508,-17.700,-140.930
0.194,-0.555,1.381,40.222,-10.620,-130.737
0.243,-0.482,1.405,44.189,-5.310,-127.441
0.285,-0.421,1.428,54.321,9.583,-129.639
0.318,-0.347,1.449,61.707,12.329,-130.798
0.326,-0.335,1.463,68.909,14.954,-130.920
0.290,-0.315,1.488,84.656,16.663,-126.953
0.254,-0.341,1.471,92.285,14.526,-122.864
0.203,-0.392,1.398,106.689,16.479,-113.098
0.204,-0.421,1.363,112.122,25.391,-110.840
