aX,aY,aZ,gX,gY,gZ
1.246,-0.969,0.681,117.493,-109.741,23.193
0.811,-0.788,0.562,107.971,-130.554,-17.944
-0.083,-0.557,0.781,84.595,-138.367,-83.374
-0.411,-0.509,0.884,79.773,-129.089,-95.032
-0.742,-0.364,0.801,76.111,-105.347,-84.778
-0.786,-0.266,0.651,72.144,-86.731,-75.623
-0.729,-0.125,0.482,56.274,-16.113,-60.242
-0.629,-0.090,0.462,48.828,20.203,-48.828
-0.504,-0.046,0.455,33.508,71.899,-30.640
-0.338,-0.062,0.427,25.879,86.487,-27.161
-0.287,-0.121,0.443,16.846,93.689,-26.611
-0.240,-0.183,0.620,-3.723,95.398,-32.349
-0.261,-0.203,0.751,-11.963,88.074,-37.720
-0.356,-0.239,0.934,-19.897,58.777,-45.898
-0.414,-0.223,1.016,-20.874,43.152,-42.419
-0.486,-0.159,1.098,-13.611,19.714,-33.264
-0.515,-0.146,1.108,-10.376,9.399,-26.367
-0.500,-0.125,1.057,-5.066,-4.272,-15.503
-0.458,-0.117,1.013,-4.883,-2.991,-10.254
-0.380,-0.114,0.948,-4.578,10.986,-5.371
-0.342,-0.120,0.934,-6.775,15.015,-2.625
-0.302,-0.110,0.926,-11.536,20.935,-2.563
-0.256,-0.099,0.973,-14.465,20.325,-3.174
-0.249,-0.114,1.001,-15.198,18.066,-6.470
-0.240,-0.124,0.992,-18.250,8.301,-8.728
-0.241,-0.145,0.997,-21.057,2.686,-9.583
-0.255,-0.112,1.009,-26.794,2.686,-13.123
-0.271,-0.095,1.029,-27.405,6.042,-13.611
-0.308,-0.113,1.043,-24.719,17.090,-12.634
-0.327,-0.115,1.050,-26.550,21.729,-11.169
-0.305,-0.132,1.051,-25.208,31.555,-7.263
-0.291,-0.137,1.040,-25.024,34.241,-5.432
-0.313,-0.131,1.037,-25.635,35.217,-4.517
-0.304,-0.119,1.061,-25.635,31.067,-2.258
-0.292,-0.108,1.062,-24.353,24.109,-0.916
-0.251,-0.119,1.053,-20.813,7.690,4.395
-0.235,-0.111,1.046,-21.484,0.305,4.761
-0.216,-0.130,0.995,-22.095,-7.324,6.470
-0.217,-0.117,0.983,-24.719,-6.470,4.639
-0.190,-0.120,0.998,-24.475,-0.854,0.427
-0.204,-0.116,1.001,-25.452,1.770,-1.770
-0.218,-0.120,1.004,-25.513,5.554,-2.380
-0.235,-0.113,1.025,-25.208,8.606,-3.540
-0.233,-0.116,1.040,-26.001,9.583,-5.615
-0.254,-0.127,1.061,-23.621,12.390,-7.263
-0.263,-0.119,1.067,-21.606,12.817,-7.263
-0.282,-0.156,1.033,-18.066,10.742,-6.165
-0.277,-0.137,1.025,-21.118,8.728,-5.127
-0.272,-0.124,1.021,-19.714,7.324,-3.662
-0.260,-0.110,1.013,-19.165,6.348,-4.211
-0.271,-0.120,0.997,-18.738,6.348,-4.578
-0.298,-0.126,0.971,-16.418,5.798,-2.380
-0.306,-0.128,0.964,-19.409,4.822,-3.906
-0.300,-0.117,0.945,-18.738,4.944,-2.930
-0.295,-0.125,0.949,-20.386,4.761,-3.357
-0.279,-0.133,0.970,-19.592,7.935,-4.272
-0.289,-0.132,0.991,-21.362,10.132,-3.662
-0.299,-0.126,0.992,-18.005,15.503,-5.249
-0.305,-0.139,0.979,-15.625,12.878,-3.540
-0.307,-0.139,0.969,-17.395,9.521,-4.883
-0.319,-0.128,0.983,-18.127,5.859,-5.981
-0.311,-0.132,0.976,-16.174,5.615,-6.592
-0.322,-0.124,0.951,-15.503,3.235,-5.249
-0.316,-0.115,0.946,-14.648,1.709,-4.578
-0.319,-0.126,0.937,-13.794,-0.183,-3.418
-0.321,-0.127,0.927,-14.221,-0.244,-4.028
-0.329,-0.113,0.937,-13.916,-0.671,-2.441
-0.319,-0.138,0.906,-13.550,-3.784,-2.808
-0.299,-0.151,0.902,-16.052,-5.737,-3.174
-0.289,-0.150,0.928,-17.883,-5.920,-2.502
-0.284,-0.156,0.940,-17.517,-3.174,-2.869
-0.281,-0.132,0.952,-16.052,0.793,-4.395
-0.285,-0.130,0.933,-15.320,2.869,-5.798
-0.297,-0.113,0.936,-14.404,3.540,-7.263
-0.313,-0.113,0.930,-14.771,2.869,-7.935
-0.340,-0.126,0.926,-14.099,2.075,-9.216
-0.376,-0.125,0.940,-16.479,-1.526,-6.531
-0.395,-0.135,0.959,-15.747,-2.319,-3.479
-0.355,-0.142,0.984,-17.517,-5.432,-1.465
-0.340,-0.142,0.995,-16.174,-6.104,-0.977
-0.296,-0.136,0.996,-15.625,-10.132,-1.587
-0.279,-0.109,1.005,-15.503,-12.634,-1.282
-0.281,-0.110,1.000,-13.977,-17.151,-0.549
-0.275,-0.117,0.998,-11.108,-18.799,0.977
-0.277,-0.117,0.999,-11.963,-21.851,0.854
-0.282,-0.122,1.013,-12.390,-23.010,0.305
-0.259,-0.104,1.055,8.850,-36.194,7.874
-0.255,-0.107,1.069,15.137,-32.715,10.254
-0.260,-0.107,1.075,5.188,-28.381,9.827
-0.275,-0.114,1.053,-1.526,-28.931,4.944
-0.271,-0.100,1.034,-2.930,-25.146,2.197
-0.262,-0.110,1.055,-5.859,-23.315,-0.244
-0.243,-0.080,1.037,-6.775,-21.851,-0.122
-0.240,-0.079,1.024,-7.996,-18.738,0.366
-0.244,-0.094,1.017,-8.545,-16.602,-0.244
-0.240,-0.098,1.020,-3.723,-11.047,1.221
-0.241,-0.088,1.049,-6.836,-9.094,0.427
-0.246,-0.100,1.045,-9.094,-7.080,0.244
-0.241,-0.099,1.060,-6.226,-8.911,-1.221
-0.235,-0.103,1.062,-4.517,-8.301,-1.465
-0.239,-0.108,1.070,-2.441,-9.338,-1.343
-0.242,-0.098,1.060,-2.502,-10.742,-1.648
-0.245,-0.113,1.047,-4.395,-10.559,-4.150
-0.243,-0.114,1.030,-3.601,-9.521,-4.089
-0.244,-0.110,1.033,-5.310,-7.629,-3.174
-0.254,-0.120,1.023,-4.395,-2.258,-3.906
-0.252,-0.117,1.033,-2.563,-0.183,-5.920

-0.347,1.730,0.526,-28.687,-71.899,-81.116
-0.377,1.784,0.564,-36.804,-75.073,-80.750
-0.434,1.797,0.610,-46.997,-96.497,-72.937
-0.454,1.755,0.573,-53.040,-106.079,-73.975
-0.544,1.526,0.365,-64.453,-117.310,-65.308
-0.552,1.408,0.268,-71.106,-121.948,-52.124
-0.535,1.203,0.212,-95.093,-120.544,-22.949
-0.480,1.129,0.203,-110.718,-117.676,-10.681
-0.324,0.833,0.112,-131.653,-108.887,6.042
-0.225,0.713,0.103,-138.367,-104.431,16.907
0.038,0.379,0.206,-156.494,-81.787,21.118
0.198,0.154,0.316,-160.767,-70.740,14.832
0.311,-0.083,0.421,-163.330,-70.618,-2.625
0.222,-0.475,0.602,-161.133,-77.576,-8.362
0.018,-0.762,0.604,-160.400,-81.909,-8.362
-0.200,-1.189,0.491,-163.269,-65.979,12.634
-0.281,-1.359,0.419,-169.250,-38.147,26.001
-0.273,-1.622,0.346,-188.110,29.541,55.176
-0.178,-1.640,0.465,-192.871,64.453,71.655
